cv_index,cv_objective,rank,job_index,job_position,job_company,job_location,similarity_score
45,nan,9,178,Data Scientist - CA,Bind Benefits,"San Francisco, CA 94103",0.5143882632255554
45,nan,10,90,Data & Analytics Developer,SunTrust,"Atlanta, GA",0.5128923058509827
46,nan,1,120,Marketing Information Analytics Coordinator,VHB,"Boston, MA 02110",0.5022268295288086
46,nan,2,30,Senior Data Scientist,Catalina Marketing,"Atlanta, GA",0.4720766544342041
46,nan,3,96,Advertiser Research Analyst,Cox Media Group,"Atlanta, GA",0.4685388207435608
46,nan,4,150,Principal NLP Scientist for Search,JD.com,"Mountain View, CA",0.46580424904823303
46,nan,5,87,"Data Engineer, Scala",CapTech Consulting,"Atlanta, GA",0.45584172010421753
46,nan,6,58,Lead Decision Scientist,Moxie,"Atlanta, GA",0.44909945130348206
46,nan,7,55,Lead Decision Scientist,"Moxie Interactive, Inc.","Atlanta, GA 30313 ",0.4484662711620331
46,nan,8,31,Business Intelligence Data Scientist - Supply Chain,Newell Brands,"Atlanta, GA",0.4376536011695862
46,nan,9,122,Field Application Scientist - Boston,10x Genomics,"Boston, MA",0.43553149700164795
46,nan,10,88,"Director, Financial Services - Data Scientist",KPMG,"Atlanta, GA 30338",0.43431758880615234
47,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",1,98,Data Science Instructor,General Assembly,"Atlanta, GA",0.5673496723175049
47,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",2,159,Data Analyst / Data Scientist,Defined Clarity,"New York, NY",0.5612003803253174
47,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",3,40,"Data Science Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.5456993579864502
47,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",4,45,Senior Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.5360704660415649
47,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",5,22,Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.5284881591796875
47,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",6,174,Head Data Scientist,All-In Analytics,"Seattle, WA",0.5263624787330627
47,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",7,6,"Product Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.5187632441520691
47,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",8,58,Lead Decision Scientist,Moxie,"Atlanta, GA",0.508951723575592
47,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",9,55,Lead Decision Scientist,"Moxie Interactive, Inc.","Atlanta, GA 30313 ",0.502187967300415
47,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",10,29,Data Scientist - CONSULTANT Level - ORLANDO FLORIDA - We will help Relocate,Capgemini,"Atlanta, GA",0.498518168926239
48,nan,1,157,Data Scientist,fractalanalytics,"Jersey City, NJ",0.5092446804046631
48,nan,2,14,Business Intelligence Data Science Analyst - Supply Chain,Newell Brands,"Atlanta, GA",0.4937807619571686
48,nan,3,31,Business Intelligence Data Scientist - Supply Chain,Newell Brands,"Atlanta, GA",0.49161502718925476
48,nan,4,45,Senior Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.4833592474460602
48,nan,5,139,Research Analyst,"SHIELDS for Families, Inc.","Los Angeles, CA 90002",0.4775286912918091
48,nan,6,3,Data Analyst,Operation HOPE,"Atlanta, GA 30303 ",0.4772997200489044
48,nan,7,44,Lead Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.47585612535476685
48,nan,8,103,Data Analyst,Operation HOPE,"Atlanta, GA 30303 ",0.4755457043647766
48,nan,9,87,"Data Engineer, Scala",CapTech Consulting,"Atlanta, GA",0.4667435884475708
48,nan,10,24,"Data Scientist, Keying & Linking",Equifax,"Atlanta, GA",0.4617062211036682
49,I am fresher data analyst starting out in ERP and MIS. As a fresher I am looking for roles specific ,1,45,Senior Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.7149144411087036
49,I am fresher data analyst starting out in ERP and MIS. As a fresher I am looking for roles specific ,2,34,Data Scientist,SalesLoft,"Atlanta, GA",0.6996138691902161
49,I am fresher data analyst starting out in ERP and MIS. As a fresher I am looking for roles specific ,3,22,Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.6962640881538391
49,I am fresher data analyst starting out in ERP and MIS. As a fresher I am looking for roles specific ,4,174,Head Data Scientist,All-In Analytics,"Seattle, WA",0.6836419105529785
49,I am fresher data analyst starting out in ERP and MIS. As a fresher I am looking for roles specific ,5,157,Data Scientist,fractalanalytics,"Jersey City, NJ",0.6805044412612915
49,I am fresher data analyst starting out in ERP and MIS. As a fresher I am looking for roles specific ,6,36,Data Scientist,The Intersect Group,"Atlanta, GA 30328",0.6788071990013123
49,I am fresher data analyst starting out in ERP and MIS. As a fresher I am looking for roles specific ,7,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.6756386160850525
49,I am fresher data analyst starting out in ERP and MIS. As a fresher I am looking for roles specific ,8,159,Data Analyst / Data Scientist,Defined Clarity,"New York, NY",0.6724286079406738
49,I am fresher data analyst starting out in ERP and MIS. As a fresher I am looking for roles specific ,9,178,Data Scientist - CA,Bind Benefits,"San Francisco, CA 94103",0.6716364622116089
49,I am fresher data analyst starting out in ERP and MIS. As a fresher I am looking for roles specific ,10,24,"Data Scientist, Keying & Linking",Equifax,"Atlanta, GA",0.6701246500015259
